,aesthetic,readability,contrast
2862,4.0,4.7,3.7
2863,3.7,4.0,4.0
2864,4.0,3.3,3.0
2865,3.3,3.0,3.0
2866,4.0,3.7,3.0
2867,4.0,4.7,3.0
2868,3.0,4.0,4.0
2869,4.0,3.3,3.7
2870,3.0,4.0,4.3
2871,4.0,4.3,4.0
2872,4.0,3.3,4.0
2873,3.0,3.7,4.0
2874,3.0,3.7,3.3
2875,4.0,4.0,4.7
2876,3.3,4.0,3.0
2877,3.7,3.3,4.0
2878,4.0,3.0,3.0
2879,5.0,5.0,4.0
2880,3.0,5.0,4.0
2881,4.0,5.0,4.7
2882,3.3,4.3,4.7
2883,4.3,4.0,4.0
2884,4.0,4.3,4.0
2885,4.0,4.0,5.0
2886,3.7,4.3,3.0
2887,3.3,4.0,3.0
2888,4.0,4.7,4.0
2889,4.0,3.3,4.0
2890,3.7,3.7,4.0
2891,2.7,4.0,4.0
2892,4.3,4.0,4.0
2893,2.0,4.0,3.0
2894,3.0,3.3,3.7
2895,5.0,5.0,4.7
2896,3.0,5.0,5.0
2897,4.7,3.3,3.3
2898,4.7,4.7,3.7
2899,2.0,3.0,3.0
2900,4.0,4.0,5.0
2901,3.0,3.3,4.0
2902,4.0,5.0,4.0
2903,3.0,5.0,4.0
2904,4.0,3.3,3.7
2905,4.3,5.0,4.0
2906,4.0,4.7,4.3
2907,4.0,4.0,4.7
2908,3.0,4.0,4.0
2909,3.0,4.3,4.3
2910,3.7,4.0,3.7
2911,3.0,5.0,4.0
2912,5.0,5.0,5.0
2913,3.7,3.0,4.0
2914,3.0,4.3,4.0
2915,3.7,3.7,4.0
2916,4.0,4.0,4.0
2917,4.0,4.7,4.7
2918,3.3,3.7,4.0
2919,3.7,3.3,4.7
2920,3.3,3.7,4.0
2921,2.0,2.0,3.3
2922,4.0,4.0,4.0
2923,3.7,4.7,4.0
2924,4.0,3.0,3.0
2925,4.0,3.0,4.0
2926,4.0,4.0,4.0
2927,3.0,3.7,3.0
2928,4.7,4.3,4.7
2929,2.0,4.0,4.0
2930,3.7,4.0,4.0
2931,4.7,3.7,4.0
2932,4.7,5.0,4.3
2933,4.0,4.3,4.0
2934,3.7,3.3,3.0
2935,4.7,4.7,4.0
2936,4.0,4.7,4.7
2937,3.0,3.0,3.0
2938,4.7,5.0,4.0
2939,4.7,4.7,4.0
2940,4.0,4.0,4.3
2941,4.0,5.0,5.0
2942,4.3,4.3,3.3
2943,3.0,3.0,3.3
2944,2.7,3.0,3.0
2945,4.0,4.3,3.3
2946,4.3,4.3,4.3
2947,3.0,4.0,4.7
2948,3.0,4.0,4.0
2949,3.7,3.0,2.0
2950,3.0,3.0,3.7
2951,4.0,4.7,4.0
2952,3.0,3.0,3.0
2953,3.0,4.0,3.0
2954,3.3,4.7,4.7
2955,3.3,4.0,4.0
2956,4.7,4.0,4.0
2957,5.0,4.0,4.7
2958,3.7,3.3,3.3
2959,3.3,4.0,4.0
2960,3.7,4.3,3.7
2961,3.0,4.3,3.0
2962,4.0,4.7,4.0
2963,4.7,4.3,3.3
2964,3.7,3.0,4.0
2965,4.0,4.7,5.0
2966,3.0,4.0,5.0
2967,2.3,3.0,2.7
2968,3.0,3.0,3.0
2969,4.0,5.0,5.0
2970,4.7,3.0,3.0
2971,4.0,3.0,3.3
2972,3.0,3.3,4.0
2973,3.0,3.3,2.3
2974,4.0,4.3,4.7
2975,4.0,3.7,4.0
2976,5.0,4.3,5.0
2977,4.0,4.0,3.3
2978,3.0,4.0,4.7
2979,3.0,4.0,4.0
2980,3.0,4.0,4.3
2981,3.0,3.0,3.3
2982,3.0,4.0,5.0
2983,4.0,4.0,4.0
2984,3.0,3.0,3.0
2985,3.0,4.0,4.3
2986,3.0,5.0,4.7
2987,4.0,4.0,4.0
2988,4.7,4.0,4.7
2989,4.0,5.0,4.3
2990,2.3,3.0,3.0
2991,3.0,4.0,4.0
2992,4.0,4.0,4.0
2993,5.0,3.7,4.0
2994,4.0,3.0,4.0
2995,3.0,4.0,4.0
2996,3.0,3.3,4.0
2997,2.7,3.0,2.3
2998,3.0,4.0,4.0
2999,3.0,3.0,3.0
3000,3.7,4.7,5.0
3001,4.0,4.0,4.0
3002,3.7,4.0,5.0
3003,3.0,3.3,4.0
3004,3.7,4.0,4.7
3005,3.7,5.0,5.0
3006,4.3,4.0,4.0
3007,4.0,4.0,4.0
3008,3.7,3.0,4.0
3009,4.0,5.0,4.7
3010,3.0,5.0,4.0
3011,3.3,4.0,4.0
3012,4.0,3.0,4.0
3013,3.0,3.0,3.0
3014,4.0,4.0,4.7
3015,4.0,5.0,4.3
3016,4.7,4.3,4.7
3017,3.7,4.0,4.3
3018,4.7,4.0,3.0
3019,3.7,3.0,3.3
3020,4.0,3.3,4.0
3021,3.3,3.7,4.0
3022,4.0,4.7,4.7
3023,3.0,4.0,4.0
3024,3.0,3.7,4.0
3025,3.7,4.0,4.7
3026,5.0,3.3,3.3
3027,3.3,3.0,3.0
3028,2.0,3.7,4.3
3029,4.0,4.0,3.0
3030,4.0,3.3,3.7
3031,2.0,3.0,3.0
3032,4.0,3.0,3.3
3033,4.0,3.0,5.0
3034,2.7,4.0,4.0
3035,3.0,3.0,3.0
3036,4.0,4.3,4.0
3037,5.0,4.7,4.0
3038,4.7,4.3,4.7
3039,3.0,4.0,4.0
3040,3.7,4.0,4.0
3041,4.0,4.7,4.7
3042,3.7,3.7,3.0
3043,4.0,4.0,4.0
3044,4.7,5.0,5.0
3045,4.0,5.0,5.0
3046,3.0,4.0,3.7
3047,2.3,4.0,3.3
3048,4.0,3.7,4.0
3049,3.7,4.0,3.3
3050,3.0,4.0,4.0
3051,3.0,5.0,4.0
3052,3.0,3.3,3.3
3053,3.7,4.0,4.0
3054,3.0,3.0,3.7
3055,3.0,4.0,3.7
3056,3.3,4.7,4.3
3057,4.3,4.0,4.0
3058,4.0,3.0,4.0
3059,3.3,4.7,4.0
3060,3.0,3.0,3.3
3061,3.3,4.0,4.0
3062,3.0,4.0,4.7
3063,3.3,4.0,5.0
3064,3.0,3.7,4.0
3065,3.7,3.7,3.3
3066,3.0,4.0,4.0
3067,3.0,3.7,4.0
3068,2.3,3.0,3.7
3069,4.0,3.0,4.0
3070,2.7,3.0,3.0
3071,4.3,4.0,4.7
3072,4.0,4.3,3.0
3073,4.0,4.0,4.0
3074,4.0,4.7,5.0
3075,4.0,4.7,5.0
3076,4.0,5.0,4.0
3077,4.0,4.3,3.3
3078,4.0,4.3,3.0
3079,5.0,5.0,4.0
3080,3.0,5.0,4.3
3081,4.0,4.0,4.0
3082,3.0,5.0,4.0
3083,4.0,4.0,4.0
3084,3.0,4.0,4.0
3085,4.0,5.0,5.0
3086,3.7,4.0,4.0
3087,4.3,4.7,4.7
3088,4.7,4.0,5.0
3089,2.0,3.7,3.0
3090,3.0,3.0,3.0
3091,4.0,3.0,4.0
3092,4.0,4.7,5.0
3093,4.0,4.3,4.3
3094,4.3,3.7,4.0
3095,2.3,2.7,3.0
3096,2.0,3.0,3.7
3097,2.0,3.7,3.0
3098,4.0,5.0,4.7
3099,3.7,3.3,3.0
3100,4.7,4.0,3.3
3101,4.0,4.7,5.0
3102,3.7,4.0,3.7
3103,3.7,4.7,4.0
3104,3.0,4.0,3.3
3105,3.0,5.0,4.0
3106,3.7,3.3,3.0
3107,3.7,4.0,3.3
3108,3.7,4.0,3.3
3109,3.0,3.0,3.0
3110,4.0,3.3,2.3
3111,3.3,4.3,4.7
3112,3.3,4.0,4.0
3113,5.0,4.0,4.0
3114,3.3,3.0,3.3
3115,3.0,4.0,3.3
3116,3.7,3.0,5.0
3117,4.0,4.0,4.7
3118,3.0,3.0,3.0
3119,2.0,3.0,3.0
3120,4.0,4.0,5.0
3121,3.0,3.7,4.0
3122,3.0,3.3,4.0
3123,4.0,4.0,5.0
3124,2.0,4.0,3.0
3125,4.3,4.0,3.0
3126,4.0,3.0,3.0
3127,4.7,4.3,4.7
3128,3.3,3.0,4.0
3129,4.0,4.0,4.0
3130,2.3,4.0,3.7
3131,3.0,4.0,3.7
3132,4.0,4.7,5.0
3133,4.0,3.0,3.3
3134,1.7,2.0,3.0
3135,3.0,3.7,4.0
3136,2.0,3.0,3.3
3137,4.0,5.0,5.0
3138,3.0,5.0,3.7
3139,4.0,5.0,5.0
3140,3.3,3.0,4.0
3141,4.0,4.3,3.3
3142,3.0,4.7,4.0
3143,4.0,4.7,4.0
3144,3.0,3.7,3.0
3145,3.0,4.0,4.3
3146,5.0,4.3,3.7
3147,3.0,4.7,4.0
3148,4.0,4.3,4.7
3149,3.3,5.0,4.0
3150,3.0,3.0,3.0
3151,2.0,4.0,3.3
3152,4.0,4.0,3.0
3153,3.7,3.3,3.0
3154,4.3,4.7,3.7
3155,4.0,5.0,4.7
3156,3.7,3.0,3.0
3157,3.0,3.3,4.0
3158,2.3,3.3,3.7
3159,4.0,4.3,5.0
3160,4.0,5.0,4.7
3161,4.0,4.0,4.0
3162,4.3,4.3,4.0
3163,4.0,5.0,4.7
3164,4.0,5.0,5.0
3165,2.0,3.7,3.7
3166,4.0,4.3,4.0
3167,3.0,3.0,3.0
3168,2.0,3.0,3.0
3169,3.0,4.0,3.3
3170,3.7,4.0,4.0
3171,3.0,3.0,3.0
3172,3.7,4.3,4.0
3173,3.3,3.3,3.3
3174,3.0,4.3,3.0
3175,3.0,3.7,3.0
3176,4.3,4.0,3.0
3177,4.0,4.3,5.0
3178,2.3,3.0,3.0
3179,3.7,4.0,3.0
3180,3.0,2.3,3.0
3181,3.7,4.0,4.0
3182,4.3,4.3,4.0
3183,3.0,4.0,4.0
3184,3.0,4.0,3.0
3185,3.0,5.0,5.0
3186,3.0,3.0,3.0
3187,4.0,4.3,4.0
3188,4.0,4.0,4.0
3189,4.0,5.0,5.0
3190,3.0,4.7,4.0
3191,4.0,4.0,4.0
3192,4.3,3.3,4.0
3193,4.3,5.0,5.0
3194,4.3,5.0,4.7
3195,3.0,4.3,3.3
3196,4.0,5.0,4.0
3197,3.0,3.0,3.0
3198,4.0,4.0,5.0
3199,3.0,4.0,4.7
3200,4.0,4.0,5.0
3201,4.0,4.0,4.0
3202,3.7,4.3,3.3
3203,4.0,2.7,4.0
3204,3.7,4.0,3.7
3205,4.3,4.0,4.7
3206,3.7,5.0,4.7
3207,3.3,4.7,4.0
3208,4.0,5.0,5.0
3209,2.7,3.0,2.7
3210,4.0,4.7,5.0
3211,3.0,4.3,5.0
3212,3.0,4.0,4.0
3213,3.3,3.3,3.3
3214,4.0,3.3,2.7
3215,4.0,3.7,4.3
3216,3.0,4.0,3.7
3217,4.7,4.3,4.7
3218,3.7,3.3,3.3
3219,4.0,3.7,3.3
3220,3.0,4.0,4.0
3221,3.0,1.7,1.3
3222,4.0,3.7,3.3
3223,3.0,4.0,4.0
3224,4.3,4.7,3.7
3225,4.7,4.7,4.3
3226,3.3,4.0,4.0
3227,4.3,4.0,4.7
3228,4.0,3.7,3.0
3229,4.3,3.7,4.0
3230,3.3,4.7,4.3
3231,5.0,3.7,3.7
3232,3.7,3.7,3.7
3233,3.3,4.7,5.0
3234,3.7,4.7,4.3
3235,3.0,3.3,3.3
3236,4.0,4.3,4.0
3237,5.0,5.0,4.0
3238,3.0,4.0,4.0
3239,4.3,4.3,4.3
3240,3.3,3.7,4.0
3241,4.0,4.7,4.7
3242,3.0,3.3,3.3
3243,4.0,4.7,4.7
3244,4.0,5.0,4.7
3245,3.7,3.7,4.0
3246,4.0,5.0,5.0
3247,3.3,4.0,4.0
3248,4.0,4.3,3.7
3249,3.7,4.3,4.7
3250,4.0,5.0,5.0
3251,3.3,3.7,4.0
3252,3.3,4.0,4.3
3253,3.0,3.0,1.7
3254,3.3,4.3,4.3
3255,3.7,2.7,2.7
3256,5.0,4.0,5.0
3257,3.7,3.7,4.7
3258,3.0,5.0,4.0
3259,3.3,4.7,4.7
3260,4.0,5.0,5.0
3261,3.0,3.0,3.0
3262,3.0,3.3,4.0
3263,3.0,3.3,3.3
3264,3.0,4.0,5.0
3265,3.0,4.0,4.0
3266,3.7,4.0,3.0
3267,4.0,4.3,3.7
3268,3.7,4.3,4.3
3269,4.3,5.0,4.7
3270,4.3,4.7,3.3
3271,3.7,4.7,4.3
3272,3.7,4.0,4.0
3273,3.0,4.7,4.0
3274,3.0,4.0,4.0
3275,4.3,4.3,4.7
3276,3.0,4.3,4.3
3277,4.3,3.0,3.3
3278,3.7,4.0,4.7
3279,3.7,4.0,3.7
3280,4.0,4.0,3.7
3281,3.3,4.0,3.7
3282,3.3,4.7,4.0
3283,4.0,4.7,4.7
3284,3.7,3.3,3.3
3285,3.3,3.7,3.7
3286,3.0,4.0,4.0
3287,4.0,3.3,3.3
3288,3.7,4.7,4.0
3289,4.7,4.7,4.3
3290,4.3,4.3,4.7
3291,4.0,4.7,4.0
3292,3.7,4.3,4.3
3293,3.0,3.3,3.0
3294,3.7,4.0,4.3
3295,3.7,4.7,4.0
3296,4.3,5.0,4.0
3297,3.3,3.3,3.7
3298,3.3,4.3,4.0
3299,5.0,5.0,5.0
3300,3.3,3.3,3.0
3301,4.0,5.0,4.7
3302,3.7,4.0,4.0
3303,4.7,3.0,3.7
3304,4.0,4.0,4.0
3305,2.0,4.0,4.0
3306,3.0,3.0,3.0
3307,3.7,4.0,4.0
3308,4.3,4.3,4.0
3309,5.0,5.0,5.0
3310,3.0,4.0,3.0
3311,3.0,4.0,4.0
3312,4.0,3.0,3.0
3313,4.0,4.3,4.0
3314,3.7,4.3,3.7
3315,2.7,3.3,3.0
3316,4.0,4.0,4.7
3317,4.0,5.0,4.0
3318,3.0,3.0,3.3
3319,3.7,4.0,4.0
3320,4.0,4.3,4.3
3321,4.0,5.0,4.7
3322,3.0,3.3,4.0
3323,3.3,4.3,3.0
3324,3.7,4.3,4.0
3325,3.0,4.7,4.7
3326,2.0,3.0,3.3
3327,4.0,4.0,4.0
3328,3.0,3.7,2.3
3329,3.7,4.0,4.7
3330,3.7,2.3,3.0
3331,3.7,4.0,4.0
3332,4.0,5.0,4.7
3333,4.0,5.0,4.0
3334,2.3,3.0,3.0
3335,3.7,3.0,3.0
3336,2.0,2.7,2.0
3337,4.0,5.0,4.7
3338,3.7,4.3,4.0
3339,4.0,3.0,3.0
3340,4.0,4.0,4.0
3341,3.0,4.7,4.0
3342,3.0,3.3,3.3
3343,3.7,4.3,5.0
3344,3.7,4.0,4.0
3345,3.0,4.3,4.7
3346,4.0,4.3,4.7
3347,3.0,4.0,4.0
3348,3.0,3.3,3.3
3349,3.0,4.0,3.0
3350,4.0,4.0,4.0
3351,4.0,4.0,4.0
3352,3.0,5.0,4.0
3353,4.0,4.0,4.3
3354,4.0,4.0,4.0
3355,4.0,4.7,5.0
3356,3.3,4.0,4.0
3357,4.0,4.0,4.7
3358,3.7,4.3,4.0
3359,3.7,3.7,3.7
3360,3.0,4.0,4.0
3361,3.0,3.0,3.0
3362,4.0,4.3,4.0
3363,3.0,4.7,5.0
3364,3.0,2.7,3.0
3365,2.0,3.0,3.0
3366,3.7,3.3,3.0
3367,4.0,3.0,2.3
3368,4.0,4.0,4.0
3369,2.0,4.0,4.0
3370,3.0,4.0,4.0
3371,3.7,3.0,4.0
3372,3.3,4.0,4.0
3373,4.0,5.0,4.7
3374,3.7,4.0,4.0
3375,3.0,4.0,4.0
3376,3.0,4.7,4.0
3377,2.0,3.0,3.0
3378,3.0,3.0,3.3
3379,3.3,4.0,3.3
3380,3.0,4.0,4.0
3381,4.0,3.3,3.0
3382,4.0,3.0,3.3
3383,4.3,4.0,4.0
3384,3.0,4.0,3.0
3385,4.0,4.3,5.0
3386,3.0,4.0,4.0
3387,3.0,4.0,5.0
3388,3.0,4.0,4.0
3389,4.0,4.0,4.0
3390,4.7,5.0,4.7
3391,3.3,4.0,4.0
3392,3.7,3.3,3.7
3393,3.0,4.0,4.0
3394,3.7,2.7,3.0
3395,3.0,3.0,3.0
3396,4.0,3.7,3.0
3397,4.0,3.3,3.3
3398,3.7,3.0,3.3
3399,2.3,4.0,3.3
3400,3.7,4.0,3.0
3401,4.0,4.0,3.7
3402,4.0,4.0,4.7
3403,3.0,3.0,3.7
3404,3.0,1.0,2.3
3405,3.0,4.0,4.0
3406,3.7,3.0,4.0
3407,3.0,4.0,3.7
3408,3.0,3.3,3.7
3409,3.0,4.0,3.3
3410,4.0,4.7,5.0
3411,3.0,3.0,3.0
3412,4.0,4.3,3.7
3413,4.0,4.7,4.0
3414,3.3,3.7,3.7
3415,3.0,3.3,2.7
3416,2.0,3.7,4.7
3417,4.0,4.0,3.0
3418,3.7,4.0,4.0
3419,3.7,4.0,4.3
3420,4.0,3.0,3.7
3421,3.0,3.0,3.7
3422,3.0,4.7,4.0
3423,4.3,3.0,3.0
3424,4.0,4.0,3.0
3425,3.0,4.0,5.0
3426,3.0,2.0,3.0
3427,4.0,5.0,5.0
3428,4.0,4.3,4.0
3429,3.0,3.0,2.3
3430,3.0,2.0,3.7
3431,4.0,3.7,4.0
3432,2.0,3.0,3.0
3433,3.0,4.0,4.0
3434,3.3,3.7,3.0
3435,4.0,4.0,5.0
3436,4.0,4.0,4.0
3437,2.0,3.0,3.0
3438,4.0,3.0,3.3
3439,3.0,3.0,3.0
3440,3.7,3.7,3.0
3441,4.0,4.0,4.0
3442,4.0,5.0,4.7
3443,3.7,4.0,4.7
3444,3.0,4.0,4.0
3445,3.7,4.3,3.0
3446,3.0,3.0,3.0
3447,2.0,2.0,1.7
3448,3.0,4.0,4.3
3449,3.3,3.3,3.0
3450,3.7,4.0,4.0
3451,3.7,4.0,4.3
3452,3.0,3.3,3.0
3453,2.0,4.0,4.0
3454,3.3,4.0,4.0
3455,2.0,2.7,3.0
3456,2.0,3.0,3.0
3457,3.0,3.0,3.0
3458,3.7,4.3,4.3
3459,3.0,4.0,4.0
3460,4.0,3.3,4.7
3461,3.7,4.0,3.0
3462,4.0,3.3,3.7
3463,3.3,4.0,4.0
3464,4.0,4.0,4.0
3465,3.0,4.0,4.0
3466,3.0,3.0,3.0
3467,4.0,5.0,4.0
3468,4.0,2.3,2.7
3469,3.3,5.0,4.3
3470,4.3,3.7,4.0
3471,3.0,4.0,4.0
3472,4.0,4.3,4.0
3473,3.0,4.0,4.3
3474,3.3,4.0,3.7
3475,3.7,4.0,3.0
3476,3.7,3.0,2.7
3477,3.7,3.0,2.3
3478,2.3,2.7,3.0
3479,4.0,4.7,3.7
3480,4.0,4.0,4.0
3481,3.0,5.0,4.0
3482,3.0,3.0,3.3
3483,3.0,4.0,4.0
3484,4.3,4.0,5.0
3485,3.7,4.7,5.0
3486,3.7,3.3,3.7
3487,3.0,4.3,4.0
3488,3.0,4.0,4.3
3489,3.0,4.0,4.0
3490,3.3,4.3,4.0
3491,3.7,3.3,3.0
3492,5.0,5.0,5.0
3493,3.0,3.3,3.7
3494,4.3,4.0,3.0
3495,3.7,4.7,4.3
3496,3.0,3.0,3.0
3497,3.0,2.0,3.0
3498,4.0,4.3,4.3
3499,3.0,3.0,3.0
3500,4.0,5.0,4.7
3501,4.3,4.0,4.7
3502,3.0,4.0,4.7
3503,3.0,4.0,4.0
3504,3.0,5.0,5.0
3505,3.3,4.0,5.0
3506,4.0,3.0,3.3
3507,2.0,3.0,3.0
3508,4.7,5.0,5.0
3509,5.0,4.3,4.3
3510,3.0,3.0,3.7
3511,4.0,3.0,4.0
3512,3.0,2.0,3.0
3513,3.3,4.3,4.3
3514,5.0,4.0,4.3
3515,4.0,4.0,4.0
3516,3.0,4.0,4.7
3517,4.7,5.0,4.7
3518,4.7,4.3,3.3
3519,4.0,3.0,3.0
3520,3.3,4.0,4.0
3521,3.7,4.3,4.7
3522,4.0,3.7,3.3
3523,4.3,4.3,4.0
3524,4.3,4.3,4.0
3525,3.0,4.0,3.7
3526,3.0,4.0,3.0
3527,4.0,4.0,4.0
3528,4.0,4.3,4.0
3529,4.0,2.0,3.0
3530,3.7,3.3,2.7
3531,3.3,3.0,3.7
3532,4.0,4.3,4.3
3533,3.0,4.0,3.7
3534,3.7,4.3,3.3
3535,3.0,4.7,4.0
3536,4.0,4.0,4.0
3537,4.0,4.7,5.0
3538,4.0,5.0,4.0
3539,4.0,4.0,3.0
3540,3.3,4.0,3.3
3541,4.3,2.0,2.7
3542,3.0,3.0,3.3
3543,4.0,4.0,4.0
3544,4.0,5.0,4.7
3545,3.3,5.0,4.7
3546,3.0,4.0,4.0
3547,3.0,3.0,3.0
3548,4.7,4.0,4.7
3549,4.0,4.3,4.0
3550,4.0,4.3,4.0
3551,3.3,5.0,5.0
3552,3.0,4.3,4.0
3553,3.0,3.0,3.3
3554,3.7,3.0,2.3
3555,3.7,3.0,3.3
3556,4.0,4.7,4.0
3557,3.0,4.3,3.7
3558,2.7,3.0,3.0
3559,3.0,4.7,5.0
3560,4.0,4.0,3.3
3561,4.0,4.0,4.7
3562,4.7,5.0,5.0
3563,4.0,3.0,4.0
3564,3.0,4.0,4.0
3565,4.7,4.7,4.0
3566,3.0,4.0,4.0
3567,4.0,5.0,4.0
3568,4.0,4.7,4.7
3569,4.0,4.0,4.0
3570,3.0,5.0,5.0
3571,3.7,2.3,3.7
3572,4.0,4.7,5.0
3573,3.3,3.0,3.0
3574,4.0,4.0,3.0
3575,2.3,5.0,4.7
3576,4.0,4.0,3.7
3577,4.3,4.0,5.0
3578,3.7,4.0,4.0
3579,3.3,2.3,3.7
3580,3.0,4.0,4.3
3581,3.0,3.0,3.0
3582,3.0,4.0,4.0
3583,4.0,4.0,3.0
3584,4.0,5.0,4.0
3585,5.0,5.0,4.0
3586,4.3,4.7,4.7
3587,4.0,4.3,4.0
3588,4.3,4.0,3.3
3589,4.0,3.3,4.0
3590,4.0,4.7,3.0
3591,3.3,5.0,4.3
3592,3.7,3.0,3.0
3593,3.7,4.0,5.0
3594,3.0,4.0,5.0
3595,2.0,2.0,3.0
3596,3.3,4.0,3.0
3597,3.0,3.0,3.7
3598,4.0,4.0,3.0
3599,2.0,3.0,3.0
3600,3.7,4.3,4.3
3601,4.0,4.0,4.0
3602,4.0,4.7,3.7
3603,3.7,4.0,3.0
3604,3.0,5.0,4.0
3605,2.3,5.0,4.0
3606,4.0,4.0,4.0
3607,3.3,2.0,3.0
3608,4.7,4.7,4.3
3609,4.0,3.3,4.0
3610,4.0,4.7,4.3
3611,3.0,4.3,4.3
3612,4.0,3.0,2.0
3613,3.0,4.0,3.0
3614,2.3,3.7,3.3
3615,3.3,4.0,5.0
3616,3.7,5.0,5.0
3617,4.0,4.3,4.0
3618,3.0,4.0,4.0
3619,4.0,4.0,3.7
3620,3.3,4.0,4.0
3621,3.7,4.7,4.0
3622,4.0,4.0,4.0
3623,2.0,3.0,3.3
3624,3.7,4.7,4.0
3625,4.0,2.7,3.3
3626,3.0,2.7,3.0
3627,3.0,2.7,3.0
3628,4.0,5.0,4.0
3629,4.0,3.0,3.0
3630,3.0,4.7,4.0
3631,3.0,2.0,3.0
3632,3.0,2.3,3.0
3633,4.3,4.0,3.0
3634,4.0,3.0,3.0
3635,3.3,3.3,5.0
3636,3.0,4.0,4.3
3637,2.3,3.3,3.0
3638,3.3,4.0,4.0
3639,3.3,4.0,3.7
3640,4.3,4.7,5.0
3641,4.0,4.7,4.0
3642,3.3,3.7,3.3
3643,3.3,3.7,3.0
3644,2.7,3.7,4.0
3645,3.0,4.0,3.7
3646,3.7,4.0,4.0
3647,4.0,3.3,4.0
3648,5.0,4.0,5.0
3649,4.3,5.0,5.0
3650,3.7,3.3,3.7
3651,4.0,5.0,5.0
3652,4.0,5.0,4.7
3653,3.7,3.7,3.0
3654,3.7,3.7,4.3
3655,3.0,3.0,4.0
3656,3.7,4.7,4.7
3657,3.7,4.0,4.0
3658,4.0,4.0,4.3
3659,4.0,4.0,3.0
3660,3.0,2.7,3.0
3661,4.0,4.7,3.3
3662,3.7,3.0,2.3
3663,4.0,3.0,3.0
3664,4.0,4.3,5.0
3665,4.3,4.7,4.7
3666,3.3,4.0,4.3
3667,2.0,4.0,3.7
3668,3.3,3.3,3.7
3669,4.0,5.0,4.7
3670,4.0,4.0,4.0
3671,4.3,5.0,4.7
3672,3.7,5.0,4.7
3673,4.0,3.0,4.0
3674,4.7,3.7,3.3
3675,3.0,3.0,3.7
3676,3.7,4.3,4.0
3677,4.0,4.7,4.3
3678,4.0,3.7,4.7
3679,3.7,4.3,4.0
3680,3.3,3.3,3.3
3681,4.0,4.0,3.0
3682,3.0,3.0,3.3
3683,4.0,4.0,4.0
3684,4.0,4.3,5.0
3685,4.0,4.7,4.3
3686,4.0,4.7,3.7
3687,3.0,2.7,3.3
3688,4.3,4.7,4.3
3689,5.0,4.0,4.3
3690,3.0,3.0,2.7
3691,3.7,3.0,3.3
3692,3.7,3.0,3.0
3693,4.3,4.0,4.3
3694,3.7,4.7,5.0
3695,3.7,3.0,3.3
3696,3.0,4.7,3.7
3697,3.7,3.0,3.3
3698,2.0,3.0,3.0
3699,3.7,2.7,3.0
3700,3.3,4.3,4.0
3701,3.7,5.0,4.7
3702,4.0,4.7,5.0
3703,4.3,3.0,2.3
3704,4.0,3.7,3.0
3705,3.3,3.0,4.0
3706,5.0,5.0,4.7
3707,4.0,4.3,4.0
3708,4.0,5.0,4.7
3709,2.0,3.0,4.0
3710,4.0,5.0,5.0
3711,3.0,2.7,3.0
3712,4.0,4.0,3.0
3713,4.0,5.0,5.0
3714,4.7,4.0,5.0
3715,4.0,5.0,4.7
3716,3.0,5.0,5.0
3717,4.7,4.7,4.3
3718,4.0,5.0,4.7
3719,4.0,5.0,3.7
3720,4.0,5.0,4.3
3721,3.0,3.0,4.3
3722,3.0,3.0,3.7
3723,3.3,3.7,3.0
3724,3.0,3.0,3.0
3725,4.0,4.0,4.3
3726,4.7,4.0,4.3
3727,3.0,3.0,5.0
3728,3.0,3.0,3.0
3729,4.0,4.3,4.0
3730,4.0,4.0,3.7
3731,3.0,3.0,2.3
3732,4.3,4.0,4.7
3733,5.0,5.0,4.0
3734,3.7,4.0,3.0
3735,3.7,4.3,3.7
3736,3.0,5.0,4.7
3737,3.0,3.3,3.0
3738,4.0,5.0,4.7
3739,3.7,4.3,5.0
3740,4.0,5.0,4.0
3741,3.0,4.3,3.7
3742,3.7,3.0,3.0
3743,3.0,2.3,3.0
3744,4.0,4.0,5.0
3745,3.0,3.0,4.0
3746,4.0,4.3,4.0
3747,3.0,4.0,3.0
3748,3.0,3.3,3.3
3749,4.3,4.7,4.7
3750,3.0,3.0,2.7
3751,5.0,5.0,5.0
3752,3.0,2.7,3.0
3753,3.7,4.0,3.0
3754,3.7,3.7,3.0
3755,3.3,3.0,3.7
3756,4.0,4.0,4.0
3757,4.0,3.3,4.0
3758,3.0,4.7,4.7
3759,3.0,5.0,4.0
3760,3.3,4.3,4.7
3761,3.7,3.3,3.3
3762,4.0,3.3,2.7
3763,3.7,4.0,3.7
3764,3.7,4.0,3.0
3765,3.3,4.0,4.0
3766,4.0,5.0,4.0
3767,4.0,4.0,4.0
3768,4.0,5.0,4.7
3769,4.0,3.7,4.0
3770,3.0,3.0,3.0
3771,4.3,4.0,3.3
3772,4.0,4.0,4.0
3773,3.0,3.0,4.7
3774,3.7,5.0,4.7
3775,3.0,2.3,3.0
3776,4.0,5.0,4.0
3777,4.3,4.0,4.0
3778,4.0,4.7,4.7
3779,4.0,3.0,4.0
3780,5.0,5.0,5.0
3781,4.3,4.3,5.0
3782,4.0,4.0,3.0
3783,4.0,5.0,4.0
3784,3.0,4.3,4.3
3785,3.3,4.3,4.0
3786,4.0,5.0,4.7
3787,3.0,5.0,5.0
3788,3.0,3.0,4.0
3789,3.0,3.0,3.0
3790,3.0,2.3,3.0
3791,3.3,4.7,4.7
3792,3.7,4.0,4.3
3793,2.0,4.0,4.0
